TARA_144	TARA_146	TARA_147	TARA_148	TARA_149	TARA_25	TARA_26	TARA_30
721861	9	11	13	20	23	14	10	10
354620	9	22	11	25	29	20	10	13
4227538	13	21	16	19	26	20	10	9
5158641	11	16	12	19	27	15	9	9
5966787	13	23	13	18	27	15	9	12
4537117	13	16	11	18	22	11	11	12
4856623	12	22	14	21	28	19	10	14
1136897	10	19	12	24	28	15	10	9
5076212	9	14	11	17	26	14	12	11
3257727	9	18	14	22	24	11	12	9
6627387	12	15	16	17	27	12	10	11
773126	10	16	13	24	19	19	10	11
2369067	12	15	17	18	27	17	9	12
1761350	10	21	10	25	30	13	9	13
1523341	11	20	17	16	18	14	10	10
1199180	11	15	17	21	29	17	10	11
3233529	10	20	16	22	22	18	12	10
4182125	10	14	14	17	20	12	9	10
280294	11	14	14	25	19	13	9	11
3436148	9	16	12	19	24	15	13	11
3543716	10	12	13	20	24	12	9	10
925204	13	17	11	17	27	15	11	12
1727280	9	19	17	17	29	19	10	15
2385601	12	12	15	16	26	13	11	13
696946_1	9	17	12	22	19	11	10	10
696946_2	9	17	12	22	19	11	10	10
2371472	12	15	17	19	26	12	10	12
4296882	10	20	15	22	28	17	13	14
2147103	11	15	13	18	25	16	13	11
471145	13	22	15	23	27	19	10	12
2417792	12	20	15	23	25	18	10	9
1723782	9	20	10	23	25	14	9	12
5331299_1	9	15	14	19	22	12	12	13
5331299_2	9	15	14	19	22	12	12	13
5862113	9	17	9	25	29	15	10	9
5891656	9	12	17	24	21	13	9	10
1118735	10	22	15	23	21	13	12	9
3798829	10	22	14	20	29	20	9	13
2798826	9	23	14	16	22	18	11	11
4360871	11	14	13	17	24	16	9	12
1790641_1	11	17	9	17	20	15	12	12
1790641_2	11	17	9	17	20	15	12	12
1908924_1	12	20	12	19	22	12	12	13
1908924_2	12	20	12	19	22	12	12	13
5109063_1	10	20	12	20	29	17	12	14
5109063_2	10	20	12	20	29	17	12	14
3602127	9	17	12	18	29	19	9	13
5881536	9	17	17	16	27	15	11	11
5366881	10	22	12	21	21	15	10	13
3695136	11	19	16	20	24	20	10	9
6201130	9	15	16	21	30	15	10	9
4281035_1	9	19	10	23	31	19	9	11
4281035_2	9	19	10	23	31	19	9	11
4281035_3	9	19	10	23	31	19	9	11
488583	9	13	14	19	27	11	11	11
3928964	9	13	14	19	25	15	12	10
4942756	10	21	12	25	26	16	12	10
1706385	10	20	13	22	24	14	9	10
2144598	13	20	15	25	24	18	10	10
3075988	9	19	12	20	20	16	11	12
953378	12	15	9	20	19	16	11	15
4766356	9	11	11	20	22	15	10	11
5695923	11	16	11	19	27	13	9	11
6139642	12	23	15	21	23	15	13	11
2215978_1	12	20	13	25	31	17	12	11
2215978_2	12	20	13	25	31	17	12	11
5270732	10	16	10	23	30	15	12	12
