TARA_149	TARA_150	TARA_151	TARA_152	TARA_9	TARA_25	TARA_68
4540673	11	28	16	13	15	36	15
3565571	14	28	18	18	9	20	10
6596099	17	30	15	23	9	36	11
7032918	10	23	12	14	10	41	15
4946109	11	38	16	25	12	52	16
5621566	10	26	17	20	12	34	9
2463137	10	22	11	24	13	42	15
6495141	13	39	18	16	17	54	12
6081068	16	34	17	11	11	33	9
6556824	14	36	19	26	12	38	15
5256157	12	21	11	13	12	44	13
1914764	14	25	20	21	13	32	12
7086176	15	30	17	16	11	36	9
3724210	13	32	15	15	10	34	11
4715959	10	31	18	15	11	52	13
5026903	11	32	9	19	11	51	13
2899366	9	27	19	11	11	36	13
3809303	11	30	10	16	10	44	13
5707122	11	27	21	11	14	31	16
5450272	10	30	19	12	12	53	13
3686368	17	36	18	20	17	37	10
346338	15	34	16	14	11	36	15
1540008	16	26	13	14	17	34	17
3895473	11	34	17	19	10	42	13
2403288	15	27	15	21	13	34	13
2668433	12	31	20	10	9	25	13
6413997	11	25	18	14	13	33	13
2503714	9	33	18	19	11	33	17
5437893	10	34	22	22	9	43	17
3766529_1	10	26	13	18	14	37	15
3766529_2	10	26	13	18	14	37	15
3766529_3	10	26	13	18	14	37	15
2744644	10	35	14	13	13	34	9
7010292	10	18	17	21	10	27	14
1047807	10	32	18	22	10	29	14
4780075	14	25	15	19	12	36	10
6250809	9	20	21	22	10	41	12
6254775	11	39	14	25	14	37	15
4878522	10	33	17	14	12	28	15
6531271	9	25	14	15	11	26	15
904586	15	29	19	24	11	35	14
4552754	15	23	12	14	10	41	13
4698266	13	34	12	14	12	38	16
5228976	14	22	9	14	15	34	13
2211817	11	21	15	24	12	41	9
608681	15	36	14	20	12	51	13
5315473	10	40	15	27	16	30	19
1065855_1	14	34	9	25	11	30	9
1065855_2	14	34	9	25	11	30	9
2139011	9	17	10	15	17	24	11
5098242	10	29	19	14	11	37	12
6023805_1	10	24	11	18	12	29	19
6023805_2	10	24	11	18	12	29	19
791687	9	31	11	27	13	36	11
3731601	11	36	15	20	15	43	11
4788313	17	29	12	20	16	35	13
2043050	16	33	16	15	12	26	10
3907715	11	23	14	11	12	41	15
1982317	16	36	11	19	17	52	14
2069882	11	21	15	14	10	30	10
6145846	9	26	9	19	12	52	10
4105626	12	27	13	21	9	47	17
2063429	16	36	9	21	11	28	16
1965866	13	30	12	22	11	39	15
5132272	12	23	15	26	10	29	12
2675383	11	26	16	18	10	37	10
5071728_1	15	26	17	20	9	35	18
5071728_2	15	26	17	20	9	35	18
5172896	12	35	11	18	11	40	15
5182252	13	25	10	22	15	36	13
1856041	10	25	17	17	13	37	10
4055930	10	27	17	22	9	26	13
944467	11	29	11	20	14	52	16
6390986	11	20	18	22	10	38	12
4954743	11	26	13	19	10	25	10
1980089	11	25	10	13	9	42	12
1528211	13	40	16	26	12	44	15
5229765	12	24	12	15	10	24	14
455373	12	24	11	13	12	49	11
2682064	10	29	9	21	12	44	15
3219745	11	27	10	21	9	37	15
2328924	12	31	19	15	17	37	10
3027212	9	31	13	20	11	37	15
983592	10	27	14	24	12	55	12
1056923	15	27	17	12	10	34	12
6677377	15	34	15	20	10	23	9
2242297	11	25	15	21	11	37	14
3206034	12	32	10	26	10	25	10
2775047	17	38	15	25	11	52	16
3833968_1	9	38	20	27	17	37	12
3833968_2	9	38	20	27	17	37	12
1009442	10	28	14	12	11	34	13
392761	11	36	16	23	11	54	11
3925906	13	35	20	23	10	31	18
2682623	14	36	14	21	13	52	12
4764479_1	10	26	15	20	14	28	13
4764479_2	10	26	15	20	14	28	13
6203107_1	13	29	14	16	9	37	14
6203107_2	13	29	14	16	9	37	14
4429789	9	27	12	15	13	50	11
4415013	11	27	16	17	14	23	15
1123626	9	29	12	18	9	31	11
3128880	16	30	10	20	10	23	11
5148096	11	34	10	14	11	50	11
1980347	13	40	16	17	13	42	16
2451480	9	30	10	19	10	39	12
813047	9	35	10	24	9	35	14
4545209	11	26	14	15	10	32	14
1881122	11	37	11	21	10	33	17
7072167	11	25	14	20	10	51	12
4821721	11	37	14	25	14	25	14
6719790	9	36	12	27	12	34	16
6405688_1	11	38	16	20	11	37	12
6405688_2	11	38	16	20	11	37	12
69173	10	40	17	22	12	51	19
2791718	13	31	22	20	9	30	17
2840826	9	23	11	23	13	46	10
4205514	11	35	13	24	12	20	10
209903	15	38	19	20	12	24	11
5244913	14	39	17	24	15	42	9
1318488	13	25	21	27	17	29	15
149482_1	10	28	12	9	13	28	13
149482_2	10	28	12	9	13	28	13
2040729	9	29	18	12	16	39	17
6657295	10	23	18	15	17	38	11
2697508	16	31	17	20	9	47	13
4006307	12	38	10	26	15	29	10
3090477	14	32	17	26	12	45	16
4474819	12	34	10	26	10	35	15
6120399	14	28	14	16	9	31	12
5345763	15	30	15	21	15	53	9
1398925	11	39	18	19	17	52	16
3896824	16	33	13	17	13	31	9
4338604	14	38	18	24	16	41	11
3327511	12	25	18	14	13	32	10
1209067	15	30	12	23	11	41	14
4175644	10	25	15	19	13	36	9
2315712	16	28	10	19	11	25	18
4387887	10	32	15	22	11	36	11
487065	10	24	13	14	11	36	13
6918404	12	27	20	11	15	44	13
174489	10	31	14	18	14	31	13
5905068	10	27	12	20	10	41	11
1739112	13	31	20	18	13	46	12
2032793	13	32	16	16	12	46	16
3305689	9	40	12	26	12	38	15
4771113_1	15	26	16	13	12	29	16
4771113_2	15	26	16	13	12	29	16
5125350	11	33	16	20	13	36	12
5018229	9	31	16	22	14	37	13
4079440	11	27	21	17	16	33	13
6524916	9	36	18	20	13	47	14
3191348	13	34	14	13	13	49	13
5199543	13	36	13	19	13	50	13
7061649	9	38	17	20	13	31	14
278511	9	39	18	19	12	48	13
3756756	13	30	14	13	16	47	11
6034359	9	22	18	22	16	28	13
4764081	9	39	17	27	17	36	17
6132088	9	35	19	20	13	31	12
1689149_1	11	30	22	20	11	53	10
1689149_2	11	30	22	20	11	53	10
1724672	15	39	13	20	13	50	14
3806929_1	9	34	16	14	12	48	13
3806929_2	9	34	16	14	12	48	13
6051790	12	40	22	25	9	42	13
4396872	10	20	14	24	13	32	10
1960342	14	21	14	20	9	33	18
6022967	16	33	12	14	17	45	10
5686660	10	32	12	19	15	40	11
3280770	16	31	14	23	9	39	13
6017846	14	30	10	22	17	40	14
3831355	10	38	20	23	10	51	12
